doi,title,relevant,tags
"10.1016/j.celrep.2023.113259","CTCF coordinates cell fate specification via orchestrating regulatory hubs with pioneer transcription factors","no",[]
"10.1186/s41065-021-00205-w","Monocytic THP-1 cells diverge significantly from their primary counterparts: a comparative examination of the chromosomal conformations and transcriptomes","no",[]
"10.1093/nar/gkac197","Regulatory elements can be essential for maintaining broad chromatin organization and cell viability","no",[]
"10.1186/s40104-024-01001-y","Reorganization of 3D genome architecture provides insights into pathogenesis of early fatty liver disease in laying hens","no",[]
"10.1158/0008-5472.CAN-20-1287","Chromatin Looping Shapes KLF5-Dependent Transcriptional Programs in Human Epithelial Cancers","no",[]
"10.1186/2046-1682-7-1","Investigation of nanoscale structural alterations of cell nucleus as an early sign of cancer","no",[]
"10.1186/s13059-021-02455-3","Time-dependent effect of 1,6-hexanediol on biomolecular condensates and 3D chromatin organization","no",[]
"10.1016/j.gpb.2020.06.017","Epithelial Cells in 2D and 3D Cultures Exhibit Large Differences in Higher-order Genomic Interactions","no",[]
"10.1186/s13059-020-01973-w","Multiplexed capture of spatial configuration and temporal dynamics of locus-specific 3D chromatin by biotinylated dCas9","no",[]
"10.3390/genes13040586","Understanding Regulatory Mechanisms of Brain Function and Disease through 3D Genome Organization","no",[]
"10.1371/journal.pcbi.1011307","DeepChIA-PET: Accurately predicting ChIA-PET from Hi-C and ChIP-seq with deep dilated networks","no",[]
"10.1186/s12864-019-6331-8","normGAM: an R package to remove systematic biases in genome architecture mapping data","no",[]
"10.1186/s12859-019-3083-z","Exploring the 2D and 3D structural properties of topologically associating domains","yes",[]
"10.1093/bioinformatics/btz251","HiCNN: a very deep convolutional neural network to better enhance the resolution of Hi-C data","no",[]
"10.3390/genes10110862","HiCNN2: Enhancing the Resolution of Hi-C Data Using an Ensemble of Convolutional Neural Networks","no",[]
"10.1186/s12859-018-2464-z","Reconstructing high-resolution chromosome three-dimensional structures by Hi-C complex networks","yes",[]
"10.1093/bib/bbae044","Chromosome structure modeling tools and their evaluation in bacteria","yes",[]
"10.1186/s12864-019-5551-2","TADKB: Family classification and a knowledge base of topologically associating domains","yes",[]
"10.1158/0008-5472.CAN-22-1858","Enhancer Coamplification and Hijacking Promote Oncogene Expression in Liposarcoma","no",[]
"10.1093/nar/gky633","From 1D sequence to 3D chromatin dynamics and cellular functions: a phase separation perspective","yes",[]
"10.3866/PKU.WHXB201907010","1D Sequence Based 3D Chromatin Phase Separation: Forces, Processes, and Functions","no",[]
"10.3389/fgene.2024.1377238","Hi-C, a chromatin 3D structure technique advancing the functional genomics of immune cells","no",[]
"10.1093/bib/bbac494","Deep generative modeling and clustering of single cell Hi -C data","no",[]
"10.1093/bioinformatics/btz317","hicGAN infers super resolution Hi-C data with generative adversarial networks","no",[]
"10.1016/j.jbc.2023.104757","Comparative three-dimensional genome architectures of adipose tissues provide insight into human-specific regulation of metabolic homeostasis","no",[]
"10.1186/s13072-022-00456-5","3DFAACTS-SNP: using regulatory T cell-specific epigenomics data to uncover candidate mechanisms of type 1 diabetes (T1D) risk","no",[]
"10.1186/s13072-021-00417-4","Seeing the forest through the trees: prioritising potentially functional interactions from Hi-C","no",[]
"10.1038/s41596-021-00518-0","Chromatin tracing and multiplexed imaging of nucleome architectures (MINA) and RNAs in single mammalian cells and tissue","yes",[]
"10.1038/s41467-020-16732-5","Multiplexed imaging of nucleome architectures in single cells of mammalian tissue","yes",[]
"10.3390/ijms241914945","Three-Dimensional Gene Regulation Network in Glioblastoma Ferroptosis","no",[]
"10.1016/j.csbj.2019.01.011","Revealing Gene Function and Transcription Relationship by Reconstructing Gene-Level Chromatin Interaction","no",[]
"10.1016/j.bpj.2019.06.032","Heterogeneous Loop Model to Infer 3D Chromosome Structures from Hi-C","yes",[]
"10.1093/nar/gkaa932","Revisiting the organization of Polycomb-repressed domains: 3D chromatin models from Hi-C compared with super-resolution imaging","no",[]
"10.1103/PhysRevLett.126.158101","Dynamic Nuclear Structure Emerges from Chromatin Cross-Links and Motors","yes",[]
"10.1093/bib/bbad165","LPAD: using network construction and label propagation to detect topologically associating domains from Hi-C data","no",[]
"10.1016/j.omtn.2023.07.033","Insight into the regulatory mechanism of dynamic chromatin 3D interactions during cardiomyocyte differentiation in human","no",[]
"10.1002/mco2.326","Three-dimensional genome structure and function","no",[]
"10.1038/s41586-023-06805-y","Single-cell DNA methylome and 3D multi-omic atlas of the adult mouse brain","no",[]
"10.1093/bioinformatics/btae138","Identifying TAD-like domains on single-cell Hi-C data by graph embedding and changepoint detection","no",[]
"10.3390/ijms25052568","Integrating Dynamic 3D Chromatin Architecture and Gene Expression Alterations Reveal Heterosis in <i>Brassica rapa</i>","yes",[]
"10.1371/journal.pgen.1009695","Genome scans of facial features in East Africans and cross-population comparisons reveal novel associations","no",[]
"10.1186/s13059-015-0738-6","Chromatin in 3D: progress and prospects for plants","no",[]
"10.3866/PKU.WHXB20050322","3D-QSAR of sulfonamide hydroxamic acid HDAC inhibitors","no",[]
"10.1016/j.xgen.2024.100556","Variant-to-function analysis of the childhood obesity chr12q13 locus implicates rs7132908 as a causal variant within the 3 0 UTR of FAIM2","no",[]
"10.1186/s13619-022-00145-4","The dynamics of three-dimensional chromatin organization and phase separation in cell fate transitions and diseases","no",[]
"10.1021/ml200029w","3D Pharmacophore Model-Assisted Discovery of Novel CDC7 Inhibitors","no",[]
"10.1093/nar/gky604","Characterizing the 3D structure and dynamics of chromosomes and proteins in a common contact matrix framework","yes",[]
"10.1038/s41408-024-01117-4","Dual therapeutic targeting of MYC and JUNB transcriptional programs for enhanced anti-myeloma activity","no",[]
"10.1101/gr.278101.123","Haplotype-resolved 3D chromatin architecture of the hybrid pig","yes",[]
"10.1063/5.0044150","Multiscale modeling of genome organization with maximum entropy optimization","yes",[]
"10.1093/nar/gkad901","TargetGene: a comprehensive database of cell-type-specific target genes for genetic variants","no",[]
"10.1161/CIRCULATIONAHA.120.047000","Antihypertrophic Memory After Regression of Exercise-Induced Physiological Myocardial Hypertrophy Is Mediated by the Long Noncoding RNA Mhrt779","no",[]
"10.1093/bioinformatics/btab097","HiCRep.py: fast comparison of Hi-C contact matrices in Python","no",[]
"10.1002/wsbm.1435","Computational methods for analyzing and modeling genome structure and organization","yes",[]
"10.1038/s41467-022-33558-5","Decoding the spatial chromatin organization and dynamic epigenetic landscapes of macrophage cells during differentiation and immune activation","yes",[]
"10.1101/cshperspect.a040204","Organization of the Pluripotent Genome","no",[]
"10.1371/journal.pone.0224156","3D image analysis reveals differences of CD30 positive cells and network formation in reactive and malignant human lymphoid tissue (classical Hodgkin Lymphoma)","no",[]
"10.1101/gr.184341.114","Joint annotation of chromatin state and chromatin conformation reveals relationships among domain types and identifies domains of cell-type-specific expression","no",[]
"10.1038/s41467-022-31112-x","The 3D architecture of the pepper genome and its relationship to function and evolution","no",[]
"10.1186/s13020-021-00502-6","Hierarchical chromatin features reveal the toxin production in <i>Bungarus multicinctus</i>","no",[]
"10.1073/pnas.2306564120","Contribution of the IGCR1 regulatory element and the 3′Igh CTCF- binding elements to regulation of Igh V(D)J recombination","no",[]
"10.1038/s41467-017-01754-3","BL-Hi-C is an efficient and sensitive approach for capturing structural and regulatory chromatin interactions","no",[]
"10.1186/s12915-021-00996-4","Reorganization of the 3D chromatin architecture of rice genomes during heat stress","no",[]
"10.1186/s13046-019-1232-x","Inhibition of RNA polymerase III transcription by Triptolide attenuates colorectal tumorigenesis","no",[]
"10.1016/j.sbi.2021.06.017","Minimalistic 3D chromatin models: Sparse interactions in single cells drive the chromatin fold and form many-body units","yes",[]
"10.1093/nar/gkad1121","Hi-BDiSCO: folding 3D mesoscale genome structures from Hi-C data using brownian dynamics","yes",[]
"10.1111/pbi.14372","Light control of three-dimensional chromatin organization in soybean","no",[]
"10.1186/s13287-024-03832-y","BCL6B-dependent suppression of ETV2 hampers endothelial cell differentiation","no",[]
"10.3390/ijms23052731","Molecular Cytogenetic Characterization of Novel 1RS.1BL Translocation and Complex Chromosome Translocation Lines with Stripe Rust Resistance","no",[]
"10.1016/j.csbj.2023.09.029","Regulation of the three-dimensional chromatin organization by transposable elements in pig spleen","no",[]
"10.1093/hmg/ddy164","Gene regulation in the 3D genome","no",[]
"10.1038/s41598-022-16028-2","Analysis of three-dimensional chromatin packing domains by chromatin scanning transmission electron microscopy (ChromSTEM)","no",[]
"10.1109/TCBB.2022.3142019","SENIES: DNA Shape Enhanced Two-Layer Deep Learning Predictor for the Identification of Enhancers and Their Strength","no",[]
"10.1093/bib/bbaa011","TRlnc: a comprehensive database for human transcriptional regulatory information of lncRNAs","no",[]
"10.1093/nsr/nwad165","3D micropattern force triggers YAP nuclear entry by transport across nuclear pores and modulates stem cells paracrine","no",[]
"10.1016/j.celrep.2023.113134","Cryo-ET study from<i> in</i><i> vitro</i> to<i> in</i><i> vivo</i> revealed a general folding mode of chromatin with two-start helical architecture","no",[]
"10.1038/s41586-019-1910-z","The structural basis for cohesin-CTCF-anchored loops","no",[]
"10.1371/journal.pcbi.1008978","scHiCTools: A computational toolbox for analyzing single-cell Hi-C data","no",[]
"10.1093/bib/bbab401","Comprehensive characterization genetic regulation and chromatin landscape of enhancer-associated long non-coding RNAs and their implication in human cancer","no",[]
"10.1186/s12915-023-01560-y","Genomic rearrangements and evolutionary changes in 3D chromatin topologies in the cotton tribe (<i>Gossypieae</i>)","no",[]
"10.1186/s13059-021-02435-7","DeTOKI identifies and characterizes the dynamics of chromatin TAD-like domains in a single cell","yes",[]
"10.1093/nar/gky1139","OncoBase: a platform for decoding regulatory somatic mutations in human cancers","no",[]
"10.1093/nar/gkz167","DeepTACT: predicting 3D chromatin contacts via bootstrapping deep learning","no",[]
"10.1016/j.gpb.2020.05.007","Integrative Analysis of Genome, 3D Genome, and Transcriptome Alterations of Clinical Lung Cancer Samples","no",[]
"10.1186/s13059-018-1430-4","OCEAN-C: mapping hubs of open chromatin interactions across the genome reveals gene regulatory networks","no",[]
"10.1186/s13073-020-00779-6","Epigenomics and transcriptomics of systemic sclerosis CD4+T cells reveal long-range dysregulation of key inflammatory pathways mediated by disease-associated susceptibility loci","no",[]
"10.1186/s13059-017-1264-5","The three-dimensional genome organization of Drosophila melanogaster through data integration","yes",[]
"10.1002/EXP.20220136","Alteration of chromatin high-order conformation associated with oxaliplatin resistance acquisition in colorectal cancer cells","no",[]
"10.1186/s13059-024-03268-w","Single-cell 3D genome structure reveals distinct human pluripotent states","yes",[]
"10.1038/s41598-018-33588-4","Selective interactions between diverse STEs organize the ANT-C Hox cluster","no",[]
"10.1038/s41467-022-28966-6","Comprehensive 3D epigenomic maps define limbal stem/progenitor cell function and identity","no",[]
"10.1038/s41467-023-44471-w","The single-cell transcriptomic atlas and RORA-mediated 3D epigenomic remodeling in driving corneal epithelial differentiation","no",[]
"10.1007/s13238-013-3913-0","DNA methylome: Unveiling your biological age","no",[]
"10.1002/1878-0261.12133","Induction of a novel isoform of the lncRNA HOTAIR in Claudin-low breast cancer cells attached to extracellular matrix","no",[]
"10.1016/j.molcel.2015.02.023","Widespread Rearrangement of 3D Chromatin Organization Underlies Polycomb-Mediated Stress-Induced Silencing","no",[]
"10.1186/s13148-021-01167-6","Hi-C profiling of cancer spheroids identifies 3D-growth-specific chromatin interactions in breast cancer endocrine resistance","no",[]
"10.3791/53280","Generation of Genetically Modified Organotypic Skin Cultures Using Devitalized Human Dermis","no",[]
"10.1186/s12915-022-01322-2","Enhancer-promoter interaction maps provide insights into skeletal muscle-related traits in pig genome","no",[]
"10.1016/j.csbj.2021.06.018","Understanding three-dimensional chromatin organization in diploid genomes","no",[]
"10.1002/advs.202305706","Building Haplotype-Resolved 3D Genome Maps of Chicken Skeletal Muscle","yes",[]
"10.1038/s41467-019-08949-w","An alternative CTCF isoform antagonizes canonical CTCF occupancy and changes chromatin architecture to promote apoptosis","no",[]
"10.1038/s41467-022-32579-4","Repurposing the mitotic machinery to drive cellular elongation and chromatin reorganisation in <i>Plasmodium falciparum</i> gametocytes","no",[]
"10.1007/s11427-020-1723-y","The 3D organization of genome in the nucleus: from the nucleosome to the 4D nucleome","no",[]
"10.1186/s13059-020-02095-z","The asynchronous establishment of chromatin 3D architecture between in vitro fertilized and uniparental preimplantation pig embryos","no",[]
"10.3390/cells8080788","The Dynamic 3D Genome in Gametogenesis and Early Embryonic Development","no",[]
"10.1186/s12859-020-03612-4","Chromatin 3D structure reconstruction with consideration of adjacency relationship among genomic loci","yes",[]
"10.1093/nar/gkad468","Multidimensional profiling reveals GATA1-modulated stage-specific chromatin states and functional associations during human erythropoiesis","no",[]
"10.1186/s12915-022-01301-7","Comparative 3D genome architecture in vertebrates","yes",[]
"10.1093/nar/gkac238","WashU Epigenome Browser update 2022","yes",[]
"10.1093/nar/gkz348","WashU Epigenome Browser update 2019","no",[]
"10.1038/s41592-022-01550-y","Exploring genomic data coupled with 3D chromatin structures using the WashU Epigenome Browser","yes",[]
"10.1128/spectrum.02121-21","Three-Dimensional Genome Map of the Filamentous Fungus <i>Penicillium oxalicum</i>","yes",[]
"10.1038/s41467-022-28018-z","Pre-configuring chromatin architecture with histone modifications guides hematopoietic stem cell formation in mouse embryos","no",[]
"10.1093/bioinformatics/btu081","The 3DGD: a database of genome 3D structure","no",[]
"10.1172/JCI99044","Long noncoding RNA <i>Bmncr</i> regulates mesenchymal stem cell fate during skeletal aging","no",[]
"10.1094/PHYTO-01-21-0030-R","Conformational Changes in Three-Dimensional Chromatin Structure in <i>Paulownia fortunei</i> After Phytoplasma Infection","no",[]
"10.1016/j.xinn.2023.100464","Genome architecture and selective signals compensatorily shape plastic response to a new environment","no",[]
"10.1002/advs.202300366","DeDoc2 Identifies and Characterizes the Hierarchy and Dynamics of Chromatin TAD-Like Domains in the Single Cells","no",[]
"10.1038/s41467-019-12811-4","NSD2 overexpression drives clustered chromatin and transcriptional changes in a subset of insulated domains","no",[]
"10.3389/fgene.2020.602949","Chromatin Structure and Function in Mosquitoes","no",[]
"10.1038/NMETH.3104","3D genome reconstruction from chromosomal contacts","yes",[]
"10.1186/s13072-019-0269-6","Polymer coil-globule phase transition is a universal folding principle of Drosophila epigenetic domains","yes",[]
"10.4067/S0716-97602013000100010","Quantitative analysis of nucleolar chromatin distribution in the complex convoluted nucleoli of <i>Didinium nasutum</i> (Ciliophora)","no",[]
"10.1186/s13059-019-1869-y","Characterizing the interplay between gene nucleotide composition bias and splicing","no",[]
"10.1038/s41556-022-00847-6","Spatial organization of transcribed eukaryotic genes","no",[]
"10.1186/s13046-024-03003-0","Gli1-mediated tumor cell-derived bFGF promotes tumor angiogenesis and pericyte coverage in non-small cell lung cancer","no",[]
"10.1080/15384101.2022.2129240","Roles of super enhancers and enhancer RNAs in skeletal muscle development and disease","no",[]
"10.1016/j.crci.2007.09.008","Expression of chirality in columnar hexagonal phases or DNA and nucleosomes","no",[]
"10.1038/s41598-019-42212-y","Mapping the spectrum of 3D communities in human chromosome conformation capture data","yes",[]
"10.1038/s41467-023-40658-3","SnapFISH: a computational pipeline to identify chromatin loops from multiplexed DNA FISH data","no",[]
"10.5483/BMBRep.2023-0249","3D epigenomics and 3D epigenopathies","no",[]
"10.7554/eLife.96028","Transcription factor condensates, 3D clustering, and gene expression enhancement of the <i>MET</i> regulon","no",[]
"10.1093/nar/gkad710","Accessible gene borders establish a core structural unit for chromatin architecture in Arabidopsis","no",[]
"10.14348/molcells.2021.0014","HiCORE: Hi-C Analysis for Identification of Core Chromatin Looping Regions with Higher Resolution","no",[]
"10.5483/BMBRep.2023-0044","Vorinostat-induced acetylation of RUNX3 reshapes transcriptional profile through long-range enhancer-promoter interactions in natural killer cells","no",[]
"10.1038/s41592-019-0547-z","Simultaneous profiling of 3D genome structure and DNA methylation in single human cells","no",[]
"10.1161/CIRCULATIONAHA.118.036726","Robust CTCF-Based Chromatin Architecture Underpins Epigenetic Changes in the Heart Failure Stress-Gene Response","no",[]
"10.1186/s13059-021-02378-z","GRiNCH: simultaneous smoothing and detection of topological units of genome organization from sparse chromatin contact count matrices with matrix factorization","no",[]
"10.1080/19491034.2023.2229642","Where and when to start: Regulating DNA replication origin activity in eukaryotic genomes","no",[]
"10.1111/nan.12617","A spontaneous missense mutation in the chromodomain helicase DNA-binding protein 8 (<i>CHD8</i>) gene: a novel association with congenital myasthenic syndrome","no",[]
"10.1186/s13072-021-00390-y","Molecular and computational approaches to map regulatory elements in 3D chromatin structure","no",[]
"10.1073/pnas.2203452119","3D chromatin remodeling potentiates transcriptional programs driving cell invasion","no",[]
"10.1016/j.bpj.2018.10.032","A Polymer Model for the Quantitative Reconstruction of Chromosome Architecture from HiC and GAM Data","yes",[]
"10.3390/ijms23136964","3D Chromatin Organization Involving MEIS1 Factor in the <i>cis</i>-Regulatory Landscape of <i>GJB2</i>","no",[]
"10.1016/j.celrep.2016.10.060","Soft X-Ray Tomography Reveals Gradual Chromatin Compaction and Reorganization during Neurogenesis In Vivo","no",[]
"10.1002/wcms.1308","3D modeling of chromatin structure: is there a way to integrate and reconcile single cell and population experimental data?","no",[]
"10.3390/ijms19020306","Signaling by Steroid Hormones in the 3D Nuclear Space","no",[]
"10.1101/gad.241422.114","Distinct structural transitions of chromatin topological domains correlate with coordinated hormone-induced gene regulation","no",[]
"10.1016/j.yexcr.2007.04.022","Cell shape regulates global histone acetylation in human mammary epithelial cells","no",[]
"10.1016/j.semcdb.2018.08.003","One protein to rule them all: The role of CCCTC-binding factor in shaping human genome in health and disease","no",[]
"10.1038/s44161-024-00502-3","Nuclear ATP-citrate lyase regulates chromatin-dependent activation and maintenance of the myofibroblast gene program","no",[]
"10.1101/gr.233874.117","Epigenetic maintenance of topological domains in the highly rearranged gibbon genome","no",[]
"10.1016/j.stem.2019.03.004","Modeling the Pathological Long-Range Regulatory Effects of Human Structural Variation with Patient-Specific hiPSCs","no",[]
"10.1186/1756-8935-7-31","The C. <i>elegans</i> dosage compensation complex mediates interphase X chromosome compaction","no",[]
"10.1371/journal.pcbi.1004306","Differential Chromosome Conformations as Hallmarks of Cellular Identity Revealed by Mathematical Polymer Modeling","no",[]
"10.1242/jcs.123653","Promoter type influences transcriptional topography by targeting genes to distinct nucleoplasmic sites","no",[]
"10.1073/pnas.2107092118","Four-dimensional chromosome reconstruction elucidates the spatiotemporal reorganization of the mammalian X chromosome","yes",[]
"10.7554/eLife.93223","OpenNucleome for high-resolution nuclear structural and dynamical modeling","yes",[]
"10.1101/gad.471408","Regulation of muscle development by DPF3, a novel histone acetylation and methylation reader of the BAF chromatin remodeling complex","no",[]
"10.1016/j.molcel.2024.02.015","Enhancer-promoter interactions are reconfigured through the formation of long-range multiway hubs as mouse ES cells exit pluripotency","yes",[]
"10.1093/bioinformatics/btaa793","Graph convolutional networks for epigenetic state prediction using both sequence and 3D genome data","no",[]
"10.1016/j.csbj.2022.06.018","Extracting physical characteristics of higher-order chromatin structures from 3D image data","no",[]
"10.1177/1535759720960469","Free as a BRD4: Bromodomain Inhibition Ameliorates Disease Phenotypes in a Model of <i>MECP2</i> Deficiency and Is a Potential Therapy for Rett Syndrome","no",[]
"10.1186/s13059-019-1749-5","Integrative analysis of vascular endothelial cell genomic features identifies AIDA as a coronary artery disease candidate gene","no",[]
"10.1093/bib/bbad198","Predicting chromosomal compartments directly from the nucleotide sequence with DNA-DDA","no",[]
"10.1182/bloodadvances.2021006348","The TAp63/BCL2 axis represents a novel mechanism of clinical aggressiveness in chronic lymphocytic leukemia","no",[]
"10.1016/j.molp.2018.10.010","Building Transcription Factor Binding Site Models to Understand Gene Regulation in Plants","no",[]
"10.1186/s12860-016-0113-9","Expressed alleles of imprinted IGF2, DLK1 and MEG3 colocalize in 3D-preserved nuclei of porcine fetal cells","no",[]
"10.1002/cpz1.198","Hi-C 3.0: Improved Protocol for Genome-Wide Chromosome Conformation Capture","no",[]
"10.1093/bfgp/elab008","The three-dimensional genome in zebrafish development","no",[]
"10.1186/s13072-016-0106-0","HOXA repression is mediated by nucleoporin Nup93 assisted by its interactors Nup188 and Nup205","no",[]
"10.1080/1062936X.2021.1999317","Theoretically exploring selective-binding mechanisms of BRD4 through integrative computational approaches","no",[]
"10.1038/s43586-024-00335-1","Stimulated emission depletion microscopy","no",[]
"10.1016/j.ygeno.2021.07.023","Disruption of topologically associating domains by structural variations in tetraploid cottons","no",[]
"10.1139/G10-023","Production and identification of wheat - <i>Agropyron cristatum</i> (1.4P) alien translocation lines","no",[]
"10.1089/scd.2011.0646","Induced Pluripotent Stem-Induced Cells Show Better Constitutive Heterochromatin Remodeling and Developmental Potential After Nuclear Transfer Than Their Parental Cells","no",[]
"","Entropic Graph-based Posterior Regularization","no",[]
"10.1016/j.devcel.2022.10.009","Essential role of MESP1-RING1A complex in cardiac differentiation","no",[]
"10.1016/j.tcb.2024.01.009707","Chromosome compartmentalization: causes, changes, consequences, and conundrums","no",[]
"10.1089/cmb.2019.0129","A Review of Methods to Quantify the Genomic Similarity of Topological Associating Domains","no",[]
"10.1080/10826068.2019.1692216","Recombinant expression and characterization of yeast Mrc1, a DNA replication checkpoint mediator","no",[]
"10.1016/j.yexcr.2007.01.027","Positioning of the mouse <i>Hox</i> gene clusters in the nuclei of developing embryos and differentiating embryoid bodies","no",[]
"10.1016/j.immuni.2024.04.007","A CTCF-binding site in the Mdm1-Il22-Ifng locus shapes cytokine expression profiles and plays a critical role in early Th1 cell fate specification","no",[]
"10.1007/s10577-014-9433-9","Bleomycin-induced γH2AX foci map preferentially to replicating domains in CHO9 interphase nuclei","no",[]
"10.1007/s00412-003-0263-3","Topography of genetic loci in the nuclei of cells of colorectal carcinoma and adjacent tissue of colonic epithelium","no",[]
"10.1007/s004180050112","Three-dimensional reconstruction by confocal laser scanning microscopy in routine pathologic specimens of benign and malignant lesions of the human breast","no",[]
"10.1007/s10722-010-9609-x","A Tal-Ph<SUP>I</SUP> wheat genetic stock facilitates efficient alien introgression","no",[]
"10.1111/wrr.12838","A review of epigenetic regulation in wound healing: Implications for the future of wound care","no",[]
"10.1002/jemt.1070220207","CHEMICAL-EXTRACTION OF THE CYTOSOL USING OSMIUM-TETROXIDE FOR HIGH-RESOLUTION SCANNING ELECTRON-MICROSCOPY","no",[]
"10.1038/s10038-020-0737-7","Three-dimensional genome: developmental technologies and applications in precision medicine","no",[]
"10.1007/s11684-023-1008-8","Topological reorganization and functional alteration of distinct genomic components in gallbladder cancer","no",[]
"","Structural redundancy of linker histone and core histone H3 tails in maintaining the three-dimensional (3D) structure of the extended chromatin fiber: Observations and predictions from scanning force microscopy (SFM) data","no",[]
"10.1080/02678299408037336","DNA LIQUID-CRYSTALLINE BLUE PHASES - ELECTRON-MICROSCOPY EVIDENCE AND BIOLOGICAL IMPLICATIONS","no",[]
"10.1038/nprot.2018.017","Combining fluorescence imaging with Hi-C to study 3D genome architecture of the same single cell","no",[]
"","3D Immuno-DNA Fluorescence In Situ Hybridization (FISH) for Detection of HIV-1 and Cellular Genes in Primary CD4<SUP>+</SUP> T Cells","no",[]
"10.1023/A:1020958517788","The 3D structure of human chromosomes in cell nuclei","no",[]
"10.1002/adhm.202203377","Mechanoresponse of Curved Epithelial Monolayers Lining Bowl-Shaped 3D Microwells","no",[]
"10.1016/j.semcdb.2018.07.021","Roles of CTCF in conformation and functions of chromosome","no",[]
"10.1007/s00425-023-04223-y","Chromatin architecture of two different strains of <i>Artemisia annua</i> reveals the alterations in interaction and gene expression","no",[]
"10.1016/j.ceb.2023.102209","Techniques for and challenges in reconstructing 3D genome structures from 2D chromosome conformation capture data","no",[]
"10.1016/j.ymeth.2019.08.005","Comparison of computational methods for 3D genome analysis at single-cell Hi-C level","no",[]
"","p63 cooperates with FOXK1 to mediate oncogenic 3D chromatin dynamics","no",[]
"10.1109/TCBB.2022.3147805","A Comparison of Topologically Associating Domain Callers Based on Hi-C Data","no",[]
"10.1039/c4an00838c","Monitoring UVR induced damage in single cells and isolated nuclei using SR-FTIR microspectroscopy and 3D confocal Raman imaging","no",[]
"","Resolving Cellular Heterogeneity through 3D Ensemble Models of Single-Cell Chromatin Conformations for Understanding Genome Structure-Function Relationship","no",[]
"10.1016/j.ydbio.2021.03.022","Insulator foci distance correlates with cellular and nuclear morphology in early Drosophila embryos","no",[]
"10.1016/j.coisb.2022.100436","Nanoscale nuclear environments, fine-scale 3D genome organization and transcription regulation","no",[]
"10.1007/s11033-009-9740-y","Dynamic changes of territories 17 and 18 during EBV-infection of human lymphocytes","no",[]
"","GAN-based data augmentation to improve 3D chromatin features identification in Hi-C data","no",[]
"","Nuclear membrane, chromatin and nucleoli:: the study of spatial relations in the <i>Didinium nasutum</i> macronucleus by means of stereoreconstruction","no",[]
"10.1016/j.procs.2016.05.355","Biological Systems Through the Informational Lens","no",[]
"10.1109/TCBB.2016.2535372","3D Genome Reconstruction with ShRec3D+and Hi-C Data","no",[]
"10.1016/j.bcmd.2020.102533","RETRACTED: MZF1 regulates α-globin gene transcription via long-range interactions in erythroid differentiation (Retracted Article)","no",[]
"10.1089/cmb.2022.0179","Chromosome Three-Dimensional Structure Reconstruction: An Iterative ShRec3D Algorithm","no",[]
"10.1016/j.protis.2006.06.001","Nucleolar apparatus in the macronucleus of <i>Didinium nasutum</i> (Ciliata):: EM and 3D reconstruction","no",[]
"10.1038/nrg2273","Understanding the molecular machinery of genetics through 3D structures","no",[]
"10.1111/tpj.16468","Chromatin remodeling analysis reveals the RdDM pathway responds to low-phosphorus stress in maize","no",[]
"10.1146/annurev-biophys-030822-032650","From Nucleosomes to Compartments: Physicochemical Interactions Underlying Chromatin Organization","no",[]
"10.1016/j.ygeno.2022.110482","Long-range interaction within the chromatin domain determines regulatory patterns in porcine skeletal muscle","no",[]
"10.1016/j.yexcr.2016.09.001","Nucleus and nucleus-cytoskeleton connections in 3D cell migration","no",[]
"10.1007/s11427-019-1609-6","Evidence of constraint in the 3D genome for <i>trans-splicing</i> in human cells","no",[]
"10.1038/s41592-023-01979-9","scNanoHi-C uncovers single-cell high-order chromatin structures and gene regulation","no",[]
"10.1038/s41592-023-01978-w","scNanoHi-C: a single-cell long-read concatemer sequencing method to reveal high-order chromatin structures within individual cells","no",[]
"10.1007/s10565-018-9430-4","3D genome and its disorganization in diseases","no",[]
"10.1016/j.schres.2024.07.005","Unraveling schizophrenia `s genetic complexity through advanced causal inference and chromatin 3D conformation","no",[]
"10.1016/j.bbagrm.2022.194844","Chromatin accessibility shapes meiotic recombination in mouse primordial germ cells through assisting double-strand breaks and loop formation","no",[]
"10.1002/jmv.28040","When 3D genome technology meets viral infection, including SARS-CoV-2","no",[]
"10.1007/s00044-013-0816-9","3D QSAR and docking studies of a series of histone deacetylase inhibitors","no",[]
"10.1016/j.theriogenology.2024.04.010","Agarose-based 3D culture improved the developmental competence of oocyte-granulosa complex isolated from porcine preantral follicle","no",[]
"","Chromatin Topological Transitions","no",[]
"10.1007/s11427-019-1613-3","Architectural proteins for the formation and maintenance of the 3D genome","no",[]
"10.1063/1.5092976","1CPN: A coarse-grained multi-scale model of chromatin","no",[]
"10.1134/S0026893312010116","Relative position of nucleolar chromatin and nucleolar components in ciliate Didinium nasutum somatic nuclei","no",[]
"10.1038/s41576-023-00609-6","Transposable elements in mammalian chromatin organization","no",[]
"10.2174/1574893613666180330152336","The Topologically Associated Domains (TADs) of a Chromatin Correlated with Isochores Organization of a Genome","no",[]
"10.1038/s41598-021-92631-z","Progerin impairs 3D genome organization and induces fragile telomeres by limiting the dNTP pools","no",[]
"10.1007/s13353-014-0264-3","Effective transfer of chromosomes carrying leaf rust resistance genes from <i>Aegilops tauschii</i> Coss. into hexaploid triticale (<i>X Triticosecale</i> Witt.) using <i>Ae. tauschii</i> x <i>Secale cereale</i> amphiploid forms","no",[]
